Id,Scientific name,Interaction Type,Family ,Genus ,Specific epithet ,Plant,Scientific name authorship,Vernacular name,English vernacular name,Pollinators ref
784,Xylocopa frontalis,Pollinates,Fabaceae,Dipteryx,odorata,Dipteryx odorata,(Aubl.) Willd.,cumaru,cumaru,"Maués MM, Macqueen D, Santos LFC. 1999. Biologia da polinização do cumaru (Dipterix odorata Willd. Leguminosae) essência florestal nativa da Amazonia.  In: Simpósio, Silvicultura na Amazônia Oriental: Contribuição de Projeto Embrapa/DFID, Belém, PA."
785,Xylocopa frontalis,Pollinates,Fabaceae,Gliricidia,sepium,Gliricidia sepium,(Jacq.) Steud.,gliricídia,gliricidia,"Kiill LHP, DRUMOND MA. 2001. Floral Biology and reproductive system of Gliricidia sepium (Jacq.) Steud. (Fabaceae-Papilionidae) in Region of Petrolina , Pernambuco State, Brazil. Ciência Rural, Santa Maria 31:597-601."
786,Xylocopa frontalis,Pollinates,Anacardiaceae,Spondias,tuberosa,Spondias tuberosa,Arruda,umbu,umbu,"NADIA, T.L.; MACHADO, I.C.; LOPES, A.V. 2007. Polinização de Spondias tuberosa Arruda (Anacardiaceae) e análise da partilha de polinizadores com Ziziphus joazeiro Mart. (Rhamnaceae), espécies frutíferas e endêmicas da caatinga. Revista Brasil. Bot., V.30, p.89-100."
787,Xylocopa frontalis,Pollinates,Lecythidaceae,Bertholletia,excelsa,Bertholletia excelsa,Bonpl,castanheira do brasil,brazil nut tree,"Cavalcante MC, Oliveira FF, Maués MM, Freitas BM. 2012. Pollination requerements and the foraging behavior of potential pollinators of cultivated Brazil nut (Bertholletia excelsa Bonpl.) Tree in Central Amazon Rainforest. Psyche. doi:10.1155/2012/978019"
788,Xylocopa frontalis,Pollinates,Lecythidaceae,Bertholletia,excelsa,Bertholletia excelsa,Bonpl,castanheira do brasil,brazil nut tree,"Cavalcante, M.C. 2008. Visitantes florais e polinização da castanha-do-brasil (Bertholletia excelsa H. & B.) em cultivo na Amazônia central. Dissertação. Universidade Federal do Ceará."
789,Xylocopa frontalis,Pollinates,Lecythidaceae,Bertholletia,excelsa,Bertholletia excelsa,Bonpl,castanheira do brasil,brazil nut tree,"Cavalcante, M.C.; Maués, M.C.; Freitas, B.M. Polinização da castanheira-do-brasil (Bertholletia excelsa). In: Ribeiro, M.F. (ed). Terceira Semana dos Polinizadores. 2010. Petrolina. Embrapa Semiárido, Documentos, 249. 2012, p. 58-66."
790,Xylocopa frontalis,Pollinates,Lecythidaceae,Bertholletia,excelsa,Bertholletia excelsa,Bonpl,castanheira do brasil,brazil nut tree,"Cavalcante, M.C.; Oliveira, M.O.; Milfont, M.O.; Freitas, B.M.; Maués, M.M.; Oliveira, F.F. 2010. ABELHAS POLINIZADORAS DA CASTANHEIRA-DO-BRASIL SOB CULTIVO NA AMAZONIA CENTRAL. Encontro sobre abelhas. Ribeirão Preto. p. 435."
791,Xylocopa frontalis,Pollinates,Lecythidaceae,Bertholletia,excelsa,Bertholletia excelsa,Bonpl,castanheira do brasil,brazil nut tree,"Freitas, B.M.; Cavalcante, M.C. 2008. Visitantes Florais e Polinização da Castanha do Brasil (Bertholletia excelsa) em Cultivo Comercial na Floresta Amazônica. Encontro sobre Abelhas. Ribeirão Preto, p.58-64."
792,Xylocopa frontalis,Pollinates,Lecythidaceae,Bertholletia,excelsa,Bertholletia excelsa,Bonpl,castanheira do brasil,brazil nut tree,"Maués M. 2002. Reproductive phenology and pollinatios of the brazil nut tree (Bertholletia excelsa Humb. & Bonpl. Lecythidaceae) in Eastern Amazonia. In: Kevan P & Imperatriz Fonseca VL (eds)- Pollinating Bees- The Conservation Link Between Agriculture and Nature- Ministry of Environment/ Brasilia, p.245-254."
793,Xylocopa frontalis,Pollinates,Lecythidaceae,Bertholletia,excelsa,Bertholletia excelsa,Bonpl,castanheira do brasil,brazil nut tree,"MAUES, M. M.; CAVALCANTE, M. C.; SANTOS, A. S.; COOREA, F. S. Agrobiodiversidade de polinizadores em duas áreas cultivadas com castanheira-do-brasil (Bertholletia excelsa Bonpl.) In: CONGRESSO BRASILEIRO DE RECURSOS GENÉTICOS, 2., 2012, Belém, PA. Anais... Brasília, DF: Sociedade Brasileira de Recursos Genéticos, 2012. "
794,Xylocopa frontalis,Pollinates,Lecythidaceae,Bertholletia,excelsa,Bertholletia excelsa,Bonpl,castanheira do brasil,brazil nut tree,"MAUES, M. M.; CAVALCANTE, M. C.; SANTOS, A. S.; COOREA, F. S. Agrobiodiversidade de polinizadores em duas áreas cultivadas com castanheira-do-brasil (Bertholletia excelsa Bonpl.) In: CONGRESSO BRASILEIRO DE RECURSOS GENÉTICOS, 2., 2012, Belém, PA. Anais... Brasília, DF: Sociedade Brasileira de Recursos Genéticos, 2012. "
795,Xylocopa frontalis,Pollinates,Lecythidaceae,Bertholletia,excelsa,Bertholletia excelsa,Bonpl,castanheira do brasil,brazil nut tree,"Maués, M.M.; Oliveira, F.C. 1999. Fenologia reprodutiva e entomofauna polinizadora da castanheira-do-brasil (Bertholletia excelsa Humb. & Bonpl. Lecythidaceae) na Amazonia oriental. In: Simpósio Silvicultura Na Amazônia Oriental: contribuições do Projeto Embrapa/DFID. Belém, PA. Resumos expandidos: EMBRAPA-CPATU: DFID."
796,Xylocopa frontalis,Pollinates,Lecythidaceae,Bertholletia,excelsa,Bertholletia excelsa,Bonpl,castanheira do brasil,brazil nut tree,"Maués, M.M.; Oliveira, F.C. 1999. Fenologia reprodutiva e entomofauna polinizadora da castanheira-do-brasil (Bertholletia excelsa Humb. & Bonpl. Lecythidaceae) na Amazonia oriental. In: Simpósio Silvicultura Na Amazônia Oriental: contribuições do Projeto Embrapa/DFID. Belém, PA. Resumos expandidos: EMBRAPA-CPATU: DFID."
797,Xylocopa frontalis,Pollinates,Lecythidaceae,Bertholletia,excelsa,Bertholletia excelsa,Bonpl,castanheira do brasil,brazil nut tree,"Santos ACS, Maués MM, Corrêa FS, Moura, TSA. 2011. Requerimento de polinização e fenologia da Castanheira-do-Brasil (Bertholletia excelsa Bonpl., Lecythidaceae) em Tomé-Açu/PA. 15 seminaário de Iniciação Científica da Emprapa, Belém.PA"
798,Xylocopa frontalis,Pollinates,Lecythidaceae,Bertholletia,excelsa,Bertholletia excelsa,Bonpl,castanheira do brasil,brazil nut tree,"Santos CF. 2007. Influência de visitantes florais de Bertholletia excelsa Humb. & Bonpl. (Lecythidaceae), castanheira-do-Brasil, sobre o comportamento de forrageio de Xylocopa frontalis e Eulaema mocsary (Hymenoptera: Apidae). Dissertação, Universidade Federal do Amazonas."
799,Xylocopa frontalis,Pollinates,Lecythidaceae,Bertholletia,excelsa,Bertholletia excelsa,Bonpl,castanheira do brasil,brazil nut tree,"Santos, A.C.S.; Maués, M.M.; Corrêa, F.S.; Moura, T.S.A. 2012. FLORAL BIOLOGY, POLLINATION REQUIREMENTS AND VISITORS OF THE BRAZIL NUT TREE (Bertholletia excelsa Bonpl., LECYTHIDACEAE) IN TOME-ASSU – PA. Encontro sobre abelhas. Ribeirão Preto. p. 211."
800,Xylocopa frontalis,Pollinates,Passifloraceae,Passiflora,alata,Passiflora alata,Curtis,maracujá,passion fruit,"CAMILLO, E. . Poliniação do maracujá. 1. ed. Ribeirão Preto: Holos Editora, 2003. 44p "
801,Xylocopa frontalis,Pollinates,Passifloraceae,Passiflora,alata,Passiflora alata,Curtis,maracujá,passion fruit,"CAMILLO, E.; GARÓFALO, C.A. On the bionomics of Xylocopa frontalis (Olivier) and Xylocopa grisescens (Lepeletier) in southern Brazil. I. Nest construction and biological cycle. Revista Brasileira de Biologia, v.42, p.571-582, 1982."
802,Xylocopa frontalis,Pollinates,Passifloraceae,Passiflora,alata,Passiflora alata,Curtis,maracujá,passion fruit,"CAMILLO, E.; GARÓFALO, C.A. On the bionomics of Xylocopa frontalis (Olivier) and Xylocopa grisescens (Lepeletier) in southern Brazil. I. Nest construction and biological cycle. Revista Brasileira de Biologia, v.42, p.571-582, 1982."
803,Xylocopa frontalis,Pollinates,Passifloraceae,Passiflora,alata,Passiflora alata,Curtis,maracujá,passion fruit,"CAMILLO, E.; GARÓFALO, C.A.; MUCCILLO, G. On the bionomics of Xylocopa suspecta (Moure) in southern Brazil: nest construction and biological cycle (Hymenoptera, Anthophoridae). Revista Brasileira de Biologia, v.46, p.383-393, 1986. "
804,Xylocopa frontalis,Pollinates,Passifloraceae,Passiflora,alata,Passiflora alata,Curtis,maracujá,passion fruit,"Gaglianone MC, Rocha HHS, Benevides CR, Junqueira CN, Augusto SC. 2010. Importancia de Centridini (Apidae) na polinização de plantas de interesse agrícola: O Maracujá-doce (Passiflora alata Curtis) como um estudo de caso na região Sudeste do Brasil. Oecologia Australis 14: 152-164."
805,Xylocopa frontalis,Pollinates,Passifloraceae,Passiflora,alata,Passiflora alata,Curtis,maracujá,passion fruit,"Marchi & Alves dos Santos, em prep."
806,Xylocopa frontalis,Pollinates,Passifloraceae,Passiflora,alata,Passiflora alata,Curtis,maracujá,passion fruit,"Marchi & Alves dos Santos, em prep."
807,Xylocopa frontalis,Pollinates,Passifloraceae,Passiflora,alata,Passiflora alata,Curtis,maracujá,passion fruit,"Marchi, P., Melo, G.R. Biologia de Nidificação de Xylocopa (Neoxylocopa) frontalis (Olivier) (Hymenoptera, Apidae, Xylocopini). Oecologia Australis, Vol. 14, No 1 (2010)"
808,Xylocopa frontalis,Pollinates,Passifloraceae,Passiflora,alata,Passiflora alata,Curtis,maracujá,passion fruit,"Mello, G.A.R.; Varassin, I.G.; Vieira, A.O.S.; Menezes JR, A.O.; Löwenberg-Neto, P.; Bressan, D.F.; Elbl, P.M.; Moreira, P.A.; Oliveira, P.C.; Zanon, M.M.F.;  Androcioli, H.G.; Ximenes, D.S.M.; Cervigne, N.S.; Prado, J. & Ide, A.K. 2006. Polinizadores de maracujás no Paraná. In: VII Encontro sobre Abelhas, Ribeirão Preto, CD-ROM."
809,Xylocopa frontalis,Pollinates,Passifloraceae,Passiflora,alata,Passiflora alata,Curtis,maracujá,passion fruit,"PEREIRA, M. ; GAROFALO, C. A. . BIOLOGIA DA NIDIFICAÇÃO DE Xylocopa frontalis E Xylocopa grisescens (HYMENOPTERA, APIDAE, XYLOCOPINI) EM NINHOS-ARMADILHA. Oecologia Australis, v. 14, p. 193-209, 2010. "
810,Xylocopa frontalis,Pollinates,Passifloraceae,Passiflora,alata,Passiflora alata,Curtis,maracujá,passion fruit,"SAZIMA, I. ; SAZIMA, M. . Mamangavas e irapuás (Apoidea): visitas, interações e consequências para polinização do maracujá (Passifloraceae). Revista Brasileira de Entomologia, v. 33, n.1, p. 109-118, 1989. "
811,Xylocopa frontalis,Pollinates,Passifloraceae,Passiflora,alata,Passiflora alata,Curtis,maracujá,passion fruit,"Varassin I. G. & Silva A. G. 1999. A melitofilia em Passiflora alata Dryander (Passifloraceae), em vegetação de restinga. Rodriguésia 50(76/77): 5-17."
812,Xylocopa frontalis,Pollinates,Passifloraceae,Passiflora,alata,Passiflora alata,Curtis,maracujá,passion fruit,"Varassin IG, Ximenes BMS, Moreira PA, Zanon MMF, Elbl P, Löwenberg-Neto, Melo GAR. 2011. Produção de néctar e visitas por abelhas em duas espécies cultivadas de Passiflora L. (Passifloraceae). Acta Botanica Brasilica 26(1): 251-255."
813,Xylocopa frontalis,Pollinates,Passifloraceae,Passiflora,edulis f. flavicarpa,Passiflora edulis f. flavicarpa,DEG,maracujá,passion fruit,"Kill, L.H.P. 2008. Assessment of mango (Mangifera indica L., Anarcadiaceae) and passion fruit (Passiflora edulis f. flavicarpa DEG., Passifloraceae) pollinators in the San Francisco Valley, Northeastern Brazil. In: Ministry of Environment. Pollinators management in Brazil. Ministry of Environment. Brasília, p. 36-37."
814,Xylocopa frontalis,Pollinates,Passifloraceae,Passiflora,edulis f. flavicarpa,Passiflora edulis f. flavicarpa,DEG,maracujá,passion fruit,"Kill, L.H.P. 2008. Assessment of mango (Mangifera indica L., Anarcadiaceae) and passion fruit (Passiflora edulis f. flavicarpa DEG., Passifloraceae) pollinators in the San Francisco Valley, Northeastern Brazil. In: Ministry of Environment. Pollinators management in Brazil. Ministry of Environment. Brasília, p. 36-37."
815,Xylocopa frontalis,Pollinates,Passifloraceae,Passiflora,edulis f. flavicarpa,Passiflora edulis f. flavicarpa,Deneger,maracujá,passion fruit,"Benevides CR, Gaglianone MC, Hoffmann M. 2009. Visitantes florais do maracujá-amarelo (Passiflora edulis f. flavicarpa Deg. Passifloraceae) em áreas de cultivo com diferentes proximidades a fragmentos florestais na região Norte Fluminense, RJ. Revista Brasileira de Entomologia 53: 415-421."
816,Xylocopa frontalis,Pollinates,Passifloraceae,Passiflora,edulis f. flavicarpa,Passiflora edulis f. flavicarpa,Deneger,maracujá,passion fruit,"Benevides CR, Gaglianone MC, Hoffmann M. 2009. Visitantes florais do maracujá-amarelo (Passiflora edulis f. flavicarpa Deg. Passifloraceae) em áreas de cultivo com diferentes proximidades a fragmentos florestais na região Norte Fluminense, RJ. Revista Brasileira de Entomologia 53: 415-421."
817,Xylocopa frontalis,Pollinates,Passifloraceae,Passiflora,edulis f. flavicarpa,Passiflora edulis f. flavicarpa,Deneger,maracujá,passion fruit,"Camillo E. 1996. Utilização de espécies de Xylocopa (Hymenoptera, Anthophoridae) na polinização do Maracujá Amarelo. Anais do Encontro sobre Abelhas, 2. Ribeirão Preto, SP, Brasil.p. 141-146"
818,Xylocopa frontalis,Pollinates,Passifloraceae,Passiflora,edulis f. flavicarpa,Passiflora edulis f. flavicarpa,Deneger,maracujá,passion fruit,"Gaglianone, M.C., Hoffmann, M. 2006. POLINIZADORES DO MARACUJÁ-AMARELO NO NORTE FLUMINENSE. Polinizadores de maracujás no Paraná. In: VII Encontro sobre Abelhas, Ribeirão Preto, CD-ROM."
819,Xylocopa frontalis,Pollinates,Passifloraceae,Passiflora,edulis f. flavicarpa,Passiflora edulis f. flavicarpa,Deneger,maracujá,passion fruit,"Mello, G.A.R.; Varassin, I.G.; Vieira, A.O.S.; Menezes JR, A.O.; Löwenberg-Neto, P.; Bressan, D.F.; Elbl, P.M.; Moreira, P.A.; Oliveira, P.C.; Zanon, M.M.F.;  Androcioli, H.G.; Ximenes, D.S.M.; Cervigne, N.S.; Prado, J. & Ide, A.K. 2006. Polinizadores de maracujás no Paraná. In: VII Encontro sobre Abelhas, Ribeirão Preto, CD-ROM."
820,Xylocopa frontalis,Pollinates,Passifloraceae,Passiflora,edulis f. flavicarpa,Passiflora edulis f. flavicarpa,Deneger,maracujá,passion fruit,"Siqueira KMM, Kiill LHP, Martins, CF, Lemos IB, Monteiro SP, Feitoza EA. 2009. Ecology of pollination of the yellow passion fruit (Passiflora edulis Sims F. flavicarpa Deg.), in the region of São Francisco valley. Revista Bras. Frutic. Jaboticabal-SP 31: 001-012."
821,Xylocopa frontalis,Pollinates,Passifloraceae,Passiflora,edulis f. flavicarpa,Passiflora edulis f. flavicarpa,Deneger,maracujá,passion fruit,"Yamamoto M. 2009. Polinizadores do maracujá-amarelo (Passiflora edulis f. flavicarpa Deneger, Passifloraceae) no Triangulo Mineiro: riqueza de espécies, frequência de visitas e a conservação de áreas naturais. Tese de doutorado. Universidade Federal de Uberlândia"
822,Xylocopa frontalis,Pollinates,Passifloraceae,Passiflora,edulis f. flavicarpa,Passiflora edulis f. flavicarpa,Deneger,maracujá,passion fruit,"Yamamoto M. 2009. Polinizadores do maracujá-amarelo (Passiflora edulis f. flavicarpa Deneger, Passifloraceae) no Triangulo Mineiro: riqueza de espécies, frequência de visitas e a conservação de áreas naturais. Tese de doutorado. Universidade Federal de Uberlândia"
823,Xylocopa frontalis,Pollinates,Passifloraceae,Passiflora,edulis f. flavicarpa,Passiflora edulis f. flavicarpa,Deneger,maracujá,passion fruit,"Yamamoto M. 2009. Polinizadores do maracujá-amarelo (Passiflora edulis f. flavicarpa Deneger, Passifloraceae) no Triangulo Mineiro: riqueza de espécies, frequência de visitas e a conservação de áreas naturais. Tese de doutorado. Universidade Federal de Uberlândia"
824,Xylocopa frontalis,Pollinates,Passifloraceae,Passiflora,edulis f. flavicarpa,Passiflora edulis f. flavicarpa,Deneger,maracujá,passion fruit,"Yamamoto M. 2009. Polinizadores do maracujá-amarelo (Passiflora edulis f. flavicarpa Deneger, Passifloraceae) no Triangulo Mineiro: riqueza de espécies, frequência de visitas e a conservação de áreas naturais. Tese de doutorado. Universidade Federal de Uberlândia"
825,Xylocopa frontalis,Pollinates,Passifloraceae,Passiflora,edulis f. flavicarpa,Passiflora edulis f. flavicarpa,Deneger,maracujá,passion fruit,"Yamamoto M. 2009. Polinizadores do maracujá-amarelo (Passiflora edulis f. flavicarpa Deneger, Passifloraceae) no Triangulo Mineiro: riqueza de espécies, frequência de visitas e a conservação de áreas naturais. Tese de doutorado. Universidade Federal de Uberlândia"
826,Xylocopa frontalis,Pollinates,Passifloraceae,Passiflora,edulis f. flavicarpa,Passiflora edulis f. flavicarpa,Deneger,maracujá,passion fruit,"YAMAMOTO, M.; SILVA, C.I.; AUGUSTO, S.C.; BARBOSA, A.A.A.; OLIVEIRA, P.E. 2012. The role of bee diversity in pollination and fruit set of yellow passion fruit (Passiflora edulis forma flavicarpa, Passifloraceae) crop in Central Brazil. Apidologie  43:515–526."
827,Xylocopa frontalis,Pollinates,Apocynaceae,Hancornia,speciosa,Hancornia speciosa,Gomes,mangaba,mangaba,"Darrault R.O., Schlindwein C. 2005. Limited Fruit production in Hancornia speciosa (Apocynaceae) and pollination by nocturanl and diurnal insects. Biotropica 37: 381-388."
828,Xylocopa frontalis,Pollinates,Passifloraceae,Passiflora,nitida,Passiflora nitida,Kunth,maracujá,passion fruit,"Malerbo-Souza DT, Nogueira-Couto RH, Toledo VAA. 2002. Insetos associados às flores de diferentes espécies de maracujá (Passiflora spp.) Acta Scientiarum. 24: 1269-1274."
829,Xylocopa frontalis,Pollinates,Malpighiaceae,Byrsonima,chrysophylla,Byrsonima chrysophylla,Kunth,murici pitanga,cherry murici,"Ribeiro, E.K.M., Rêgo, M.M.C., Machado, I.C.S., 2008. Cargas polínicas de abelhas polinizadoras de Byrsonima chrysophylla Kunth. (Malpighiaceae): fidelidade e fontes alternativas de recursos florais. Acta Botânica Brasilica 22, 165–171."
830,Xylocopa frontalis,Pollinates,Amaryllidaceae,Allium,cepa var. crioula alto vale,Allium cepa var. crioula alto vale,L.,cebola,onion,"Witter, S.; Blochtein, B. 2033. Efeito da polinização por abelhas e outros insetos na produção de sementes de cebola. Pesq. agropec. bras. vol.38 no.12 pp. 1399-1407."
831,Xylocopa frontalis,Pollinates,Amaryllidaceae,Allium,cepa var. bola precoce,Allium cepa var. bola precoce,L.,cebola,onion,"Witter, S.; Blochtein, B. 2033. Efeito da polinização por abelhas e outros insetos na produção de sementes de cebola. Pesq. agropec. bras. vol.38 no.12 pp. 1399-1407."
832,Xylocopa frontalis,Pollinates,Fabaceae,Vigna,unguiculata,Vigna unguiculata,L.,feijão,bean,"Malheiro, M. G.; Morgado, L.B.; Kiill, L.H.P. 2008. Ecologia da polinização do feijão-caupi (Vigna ungulculata (l.) walp.) em area de sequeiro no municipio de Petrolina-PE. Congresso Nacional De Botânica, 59, Natal. Atualidades, desafios e perspectivas da botânica no Brasil: UFERSA: UFRN: SBB."
833,Xylocopa frontalis,Pollinates,Myrtaceae,Psidium,guajava,Psidium guajava,L.,goiaba,guava,"Alves JE, Freitas BM. 2007. Pollinaion requeriments of guava. Ciência Rural, Santa Maria 37: 1281-1286."
834,Xylocopa frontalis,Pollinates,Myrtaceae,Psidium,guajava,Psidium guajava,L.,goiaba,guava,"BOTI, J.B. 2001. POLINIZAÇÃO ENTOMÓFILA DA GOIABEIRA (Psidium guajava L., Myrtaceae): INFLUÊNCIA DA DISTÂNCIA DE FRAGMENTOS FLORESTAIS EM SANTA TERESA, ESPÍRITO SANTO. Tese de doutorado. Universidade Federal de Viçosa. 70pp."
835,Xylocopa frontalis,Pollinates,Myrtaceae,Psidium,guajava,Psidium guajava,L.,goiaba,guava,"Siqueira KMM, 2012. Pollination of Guava (Psidium guajava).  In: Ribeiro, MF. Terceira semana dos polinizadores. Documentos online EMBRAPA 249. ISSN 18089994, p. 138-156."
836,Xylocopa frontalis,Pollinates,Myrtaceae,Psidium,guajava,Psidium guajava,L.,goiaba,guava,"Viana BF. 2008. Management plans for fruit crop pollinators in the states of Bahia and Pernambuco, Northeastern Brazil.  In: Ministry of Environment. Pollinators management in Brazil. Ministry of Environment. Brasília, p. 38-40."
837,Xylocopa frontalis,Pollinates,Myrtaceae,Psidium,guajava,Psidium guajava,L.,goiaba,guava,"Viana BF. 2008. Management plans for fruit crop pollinators in the states of Bahia and Pernambuco, Northeastern Brazil.  In: Ministry of Environment. Pollinators management in Brazil. Ministry of Environment. Brasília, p. 38-40."
838,Xylocopa frontalis,Pollinates,Myrtaceae,Psidium,guajava,Psidium guajava,L.,goiaba,guava,"Viana, B.F.. 2006. DIAGNÓSTICO E PLANOS DE MANEJO DOS POLINIZADORES DE FRUTEIRAS NA REGIÃO DO VALE DO SUB-MÉDIO SÃO FRANCISCO. Encontro sobre Abelhas Ribeirão Preto. CDROM."
839,Xylocopa frontalis,Pollinates,Solanaceae,Solanum,paniculatum,Solanum paniculatum,L.,jurubeba,jurubeba,"FORNI-MARTINS, E.R.; MARQUES, M.C.M; LEMES, M.R. 1998. Biologia floral e reprodução de Solanum paniculatum L. (Solanaceae) no estado de São Paulo, Brasil. Rev. bras. Bot. vol. 21 n. 2 p. 117-124."
840,Xylocopa frontalis,Pollinates,Solanaceae,Solanum,paniculatum,Solanum paniculatum,L.,jurubeba,jurubeba,"FORNI-MARTINS, E.R.; MARQUES, M.C.M; LEMES, M.R. 1998. Biologia floral e reprodução de Solanum paniculatum L. (Solanaceae) no estado de São Paulo, Brasil. Rev. bras. Bot. vol. 21 n. 2 p. 117-124."
841,Xylocopa frontalis,Pollinates,Bixaceae,Bixa,orellana,Bixa orellana,L.,urucum,annatto,"Costa AJC. 2005. Abelhas (Hymenoptera:Apoidea) visitantes das flores de Urucum (Bixa orellana L.), em Vitória da Conquista-BA. Dissertação apresentada à Universidade Estadual da Bahia. Vitória da Conquista-Bahia-Brasil."
842,Xylocopa frontalis,Pollinates,Bixaceae,Bixa,orellana,Bixa orellana,L.,urucum,annatto,"Costa, A.J.C.; Guimarães-Dias, F.; Pérez-Maluf, R. Abelhas (Hymenoptera: Apoidea) visitantes das flores de urucum em Vitória da Conquista, BA. Cienc. Rural vol.38 no.2 pp. 534-537 Santa Maria Mar./Apr. 2008"
843,Xylocopa frontalis,Pollinates,Bixaceae,Bixa,orellana,Bixa orellana,L.,urucum,annatto,"Maués-Venturieri, M.; Venturieri, G.C. Insetos visitantes e seu comportamento em inflorescências de urucuzeiro (Bixa orellana) em Belém-Pará. Belém, PA: EMBRAPA-CPATU, 1992, p.1-3."
844,Xylocopa frontalis,Pollinates,Bixaceae,Bixa,orellana,Bixa orellana,L.,urucum,annatto,Mesquita FLA. 2008. Abelhas visitantes das flores do Urucuzeiro (Bixa orellana L.) e suas eficiências de polinização. Dissertação de Mestrado em Zootecnia. Universidade Federal do Ceará.
845,Xylocopa frontalis,Pollinates,Bixaceae,Bixa,orellana,Bixa orellana,L.,urucum,annatto,"Reis, F.L.A.M.; Reis, I.T.; Freitas, B.M.; Milfont, M.O.; Rizzardo, R.A.G. 2012. Diversidade comportamental entre diferentes espécies de abelhas Xylocopas visitantantes de uma mesma área de cultivo de urucum (Bixa orellana L.). VII CONNEPI: Congresso Norte-Nordeste de Tecnologia e Inovação, p. 1-4."
846,Xylocopa frontalis,Pollinates,Bixaceae,Bixa,orellana,Bixa orellana,L.,urucum,annatto,"Venturieri GC, Duarte RS. 2006. Biologia Floral do Urucuzeiro (Bixa orellana-Bixaceae), no Estado do Pará, Brasil.  Anais do VII Encontro sobre Abelhas."
847,Xylocopa frontalis,Pollinates,Fabaceae,Phaseolus,vulgaris,Phaseolus vulgaris,L..,feijão,bean,"Hoffmann M. 1995. Abelhas nativas (Hymenoptera, Apoidea) numa área agrícola no sul do Brasil e sua importância para a polinização de Phaseolus vulgaria. Iheringea Serie Zoologica. 79:129-133."
848,Xylocopa frontalis,Pollinates,Passifloraceae,Passiflora,gibertii,Passiflora gibertii,N.E. Br.,maracujá,passion fruit,"Malerbo-Souza DT, Nogueira-Couto RH, Toledo VAA. 2002. Insetos associados às flores de diferentes espécies de maracujá (Passiflora spp.) Acta Scientiarum. 24: 1269-1274."
849,Xylocopa frontalis,Pollinates,Passifloraceae,Passiflora,edulis,Passiflora edulis,Sims,maracujá,passion fruit,"Augusto, S.C.; Barbosa, A.A.A.; Silva, C.I.;Yamamoto, M.; Carvalho, A.P.G.O.; Oliveira, P.E. 2005. Plano de manejo sustentável de Xylocopa spp. (Apidae, Xylocopini), polinização e produção do maracujá-amarelo (Passiflora edulis f. flavicarpa) no Triângulo Mineiro. PROBIO/UFU."
850,Xylocopa frontalis,Pollinates,Passifloraceae,Passiflora,edulis,Passiflora edulis,Sims,maracujá,passion fruit,"CAMILLO, E. . Poliniação do maracujá. 1. ed. Ribeirão Preto: Holos Editora, 2003. 44p "
851,Xylocopa frontalis,Pollinates,Passifloraceae,Passiflora,edulis,Passiflora edulis,Sims,maracujá,passion fruit,"CAMILLO, E. . Polinizacao do Maracujazeiro. JABOTICABAL: MONSANTO, 1980, v. , p. 47-53."
852,Xylocopa frontalis,Pollinates,Passifloraceae,Passiflora,edulis,Passiflora edulis,Sims,maracujá,passion fruit,"CAMILLO, E.; GARÓFALO, C.A. On the bionomics of Xylocopa frontalis (Olivier) and Xylocopa grisescens (Lepeletier) in southern Brazil. I. Nest construction and biological cycle. Revista Brasileira de Biologia, v.42, p.571-582, 1982."
853,Xylocopa frontalis,Pollinates,Passifloraceae,Passiflora,edulis,Passiflora edulis,Sims,maracujá,passion fruit,"Freitas BM, Oliveira Filho JH. 203. Rational nesting box to carpenter bees (Xylocopa frontalis) in the pollination of passion fruit (Passiflora edulis). Ciência Rural, Santa Maria, 33:1135-1139"
854,Xylocopa frontalis,Pollinates,Passifloraceae,Passiflora,edulis,Passiflora edulis,Sims,maracujá,passion fruit,"Hoffmann M, Pereira TNS, Mercadante MB, Bomes AAR. 2000.  Polinização de Passiflora edulis F. flavicarpa (Passiflorales,Passifloraceae), por abelhas  (Hymenoptera, Anthophoridae) em Campos dos Goytacazes, Rio de Janeiro. Iheringea, Sér. Zool, Porto Alegre 89:149-152."
855,Xylocopa frontalis,Pollinates,Passifloraceae,Passiflora,edulis,Passiflora edulis,Sims,maracujá,passion fruit,"Malerbo-Souza DT, Nogueira-Couto RH, Toledo VAA. 2002. Insetos associados às flores de diferentes espécies de maracujá (Passiflora spp.) Acta Scientiarum. 24: 1269-1274."
856,Xylocopa frontalis,Pollinates,Passifloraceae,Passiflora,edulis,Passiflora edulis,Sims,maracujá,passion fruit,"OLIVEIRA FILHO, J.H.; FREITAS, B.M. Colonização e biologia reprodutiva de Xylocopa frontalis em um modelo de ninho racional. Ciência Rural, v.33, n.4, p.693-697, 2003."
857,Xylocopa frontalis,Pollinates,Passifloraceae,Passiflora,edulis,Passiflora edulis,Sims,maracujá,passion fruit,"OLIVEIRA FILHO, J.H.; FREITAS, B.M. Colonização e biologia reprodutiva de Xylocopa frontalis em um modelo de ninho racional. Ciência Rural, v.33, n.4, p.693-697, 2003."
858,Xylocopa frontalis,Pollinates,Passifloraceae,Passiflora,edulis,Passiflora edulis,Sims,maracujá,passion fruit,"PEREIRA, M. ; GAROFALO, C. A. . BIOLOGIA DA NIDIFICAÇÃO DE Xylocopa frontalis E Xylocopa grisescens (HYMENOPTERA, APIDAE, XYLOCOPINI) EM NINHOS-ARMADILHA. Oecologia Australis, v. 14, p. 193-209, 2010. "
