"","species","latitude","longitude","sociality","body_mass_g"
"449","Cryptomys hottentotus",-22.950001,17.6,"social",90
"450","Cryptomys hottentotus",-22.950001,17.6,"social",90
"451","Cryptomys hottentotus",-22.950001,17.6,"social",90
"452","Cryptomys hottentotus",-9.22146,17.08333,"social",90
"453","Cryptomys hottentotus",-8.873959,16.086451,"social",90
"454","Cryptomys hottentotus",-8.873959,16.086451,"social",90
"455","Cryptomys hottentotus",-8.873959,16.086451,"social",90
"456","Cryptomys hottentotus",-8.873959,16.086451,"social",90
"457","Cryptomys hottentotus",-8.873959,16.086451,"social",90
"458","Cryptomys hottentotus",-8.873959,16.086451,"social",90
"459","Cryptomys hottentotus",-8.873959,16.086451,"social",90
"460","Cryptomys hottentotus",-8.873959,16.086451,"social",90
"461","Cryptomys hottentotus",-8.873959,16.086451,"social",90
"462","Cryptomys hottentotus",-8.873959,16.086451,"social",90
"463","Cryptomys hottentotus",-8.873959,16.086451,"social",90
"464","Cryptomys hottentotus",-33.916672,18.41667,"social",90
"465","Cryptomys hottentotus",-8.873959,16.086451,"social",90
"466","Cryptomys hottentotus",-19.98333,24.608549,"social",90
"467","Cryptomys hottentotus",-19.51667,23.866671,"social",90
"468","Cryptomys hottentotus",-19.98333,23.41667,"social",90
"469","Cryptomys hottentotus",-21.66667,21.658701,"social",90
"470","Cryptomys hottentotus",-21.66667,21.658701,"social",90
"471","Cryptomys hottentotus",-21.66667,21.658701,"social",90
"472","Cryptomys hottentotus",-21.66667,21.658701,"social",90
"473","Cryptomys hottentotus",-21.66667,21.658701,"social",90
"474","Cryptomys hottentotus",-21.66667,21.658701,"social",90
"475","Cryptomys hottentotus",-22.1,22.450001,"social",90
"476","Cryptomys hottentotus",-22.1,22.450001,"social",90
"477","Cryptomys hottentotus",-22.1,22.450001,"social",90
"478","Cryptomys hottentotus",-22.549999,23.25,"social",90
"479","Cryptomys hottentotus",-22.549999,23.25,"social",90
"480","Cryptomys hottentotus",-22.549999,23.25,"social",90
"481","Cryptomys hottentotus",-22.549999,23.25,"social",90
"482","Cryptomys hottentotus",-23.316669,24.450001,"social",90
"483","Cryptomys hottentotus",-26.16667,27.91667,"social",90
"484","Cryptomys hottentotus",-29.299999,30.06667,"social",90
"485","Cryptomys hottentotus",-29.299999,30.06667,"social",90
"486","Cryptomys hottentotus",-29.299999,30.06667,"social",90
"487","Cryptomys hottentotus",-29.299999,30.06667,"social",90
"488","Cryptomys hottentotus",-29.299999,30.06667,"social",90
"489","Cryptomys hottentotus",-29.299999,30.06667,"social",90
"490","Cryptomys hottentotus",-29.299999,30.06667,"social",90
"491","Cryptomys hottentotus",-22.299999,19.98333,"social",90
"492","Cryptomys hottentotus",-22.299999,19.98333,"social",90
"493","Cryptomys hottentotus",-9.669967,33.532767,"social",90
"494","Cryptomys hottentotus",-9.669967,33.532767,"social",90
"495","Cryptomys hottentotus",-9.669967,33.532767,"social",90
"496","Cryptomys hottentotus",-9.669967,33.532767,"social",90
"497","Cryptomys hottentotus",-9.669967,33.532767,"social",90
"498","Cryptomys hottentotus",-9.669967,33.532767,"social",90
"499","Cryptomys hottentotus",-9.669967,33.532767,"social",90
"500","Cryptomys hottentotus",-9.669967,33.532767,"social",90
"501","Cryptomys hottentotus",-9.669967,33.532767,"social",90
"502","Cryptomys hottentotus",-9.669967,33.532767,"social",90
"503","Cryptomys hottentotus",-9.669967,33.532767,"social",90
"504","Cryptomys hottentotus",-9.669967,33.532767,"social",90
"505","Cryptomys hottentotus",-9.669967,33.532767,"social",90
"506","Cryptomys hottentotus",-9.669967,33.532767,"social",90
"507","Cryptomys hottentotus",-9.669967,33.532767,"social",90
"508","Cryptomys hottentotus",-9.669967,33.532767,"social",90
"509","Cryptomys hottentotus",-9.669967,33.532767,"social",90
"510","Cryptomys hottentotus",-10.71667,25.4725,"social",90
"511","Cryptomys hottentotus",-17.817779,31.04472,"social",90
"512","Cryptomys hottentotus",-17.817779,31.04472,"social",90
"513","Cryptomys hottentotus",-14.5,26.16667,"social",90
"514","Cryptomys hottentotus",-25.3,30.11667,"social",90
"515","Cryptomys hottentotus",-8.65,35.2167,"social",90
"516","Cryptomys hottentotus",-30.30084,18.07117,"social",90
"517","Cryptomys hottentotus",-33.35828,18.16044,"social",90
"518","Cryptomys hottentotus",-9.26982,33.6373,"social",90
"519","Cryptomys hottentotus",-8.65,35.2167,"social",90
"520","Cryptomys hottentotus",-32.8831,27.39947,"social",90
"521","Cryptomys hottentotus",-32.8831,27.39947,"social",90
"522","Cryptomys hottentotus",-33.35828,18.16044,"social",90
"523","Cryptomys hottentotus",-32.8831,27.39947,"social",90
"524","Cryptomys hottentotus",-32.8831,27.39947,"social",90
"525","Cryptomys hottentotus",-33.88467,19.00577,"social",90
"526","Cryptomys hottentotus",-33.30508,26.5513,"social",90
"527","Cryptomys hottentotus",-28.7306,25.52734,"social",90
"528","Cryptomys hottentotus",-9.33425,34.06329,"social",90
"529","Cryptomys hottentotus",-8.65,35.2167,"social",90
"530","Cryptomys hottentotus",-8.65,35.2167,"social",90
"531","Cryptomys hottentotus",-8.65,35.2167,"social",90
"532","Cryptomys hottentotus",-8.65,35.2167,"social",90
"533","Cryptomys hottentotus",-8.65,35.2167,"social",90
"534","Cryptomys hottentotus",-8.65,35.2167,"social",90
"535","Cryptomys hottentotus",-8.65,35.2167,"social",90
"536","Cryptomys hottentotus",-8.65,35.2167,"social",90
"537","Cryptomys hottentotus",-8.65,35.2167,"social",90
"538","Cryptomys hottentotus",-28.00949,26.98094,"social",90
"539","Cryptomys hottentotus",-32.105,18.31481,"social",90
"540","Cryptomys hottentotus",-32.47006,19.22253,"social",90
"541","Cryptomys hottentotus",-33.35828,18.16044,"social",90
"542","Cryptomys hottentotus",-33.35828,18.16044,"social",90
"543","Cryptomys hottentotus",-9.17508,33.58361,"social",90
"544","Cryptomys hottentotus",-9.33412,34.06346,"social",90
"545","Cryptomys hottentotus",-9.17508,33.58361,"social",90
"546","Cryptomys hottentotus",-9.17508,33.58361,"social",90
"547","Cryptomys hottentotus",-9.17508,33.58361,"social",90
"548","Cryptomys hottentotus",-9.17508,33.58361,"social",90
"549","Cryptomys hottentotus",-9.17508,33.58361,"social",90
"550","Cryptomys hottentotus",-9.66924,33.47107,"social",90
"551","Cryptomys hottentotus",-9.66924,33.47107,"social",90
"552","Cryptomys hottentotus",-8.65,35.2167,"social",90
"553","Cryptomys hottentotus",-9.17543,33.58319,"social",90
"554","Cryptomys hottentotus",-10.59035,33.83312,"social",90
"555","Cryptomys hottentotus",-9.68394,33.45797,"social",90
"556","Cryptomys hottentotus",-9.66924,33.47107,"social",90
"557","Cryptomys hottentotus",-9.66924,33.47107,"social",90
"558","Cryptomys hottentotus",-9.66924,33.47107,"social",90
"559","Cryptomys hottentotus",-9.66924,33.47107,"social",90
"560","Cryptomys hottentotus",-4.90556,29.67611,"social",90
"561","Cryptomys hottentotus",-9.14899,33.68682,"social",90
"562","Cryptomys hottentotus",-9.17508,33.58361,"social",90
"563","Cryptomys hottentotus",-9.17508,33.58361,"social",90
"564","Cryptomys hottentotus",-9.17508,33.58361,"social",90
"565","Cryptomys hottentotus",-9.17508,33.58361,"social",90
"566","Cryptomys hottentotus",-9.17508,33.58361,"social",90
"567","Cryptomys hottentotus",-9.17508,33.58361,"social",90
"568","Cryptomys hottentotus",-9.17508,33.58361,"social",90
"569","Cryptomys hottentotus",-8.65,35.2167,"social",90
"570","Cryptomys hottentotus",-8.65,35.2167,"social",90
"571","Cryptomys hottentotus",-8.65,35.2167,"social",90
"572","Cryptomys hottentotus",-33.35828,18.16044,"social",90
"573","Cryptomys hottentotus",-9.17508,33.58361,"social",90
"574","Cryptomys hottentotus",-9.66924,33.47107,"social",90
"575","Cryptomys hottentotus",-4.90556,29.67611,"social",90
"576","Cryptomys hottentotus",-9.17508,33.58361,"social",90
"577","Cryptomys hottentotus",-9.17508,33.58361,"social",90
"578","Cryptomys hottentotus",-29.617,30.383,"social",90
"579","Cryptomys hottentotus",-25.740485,28.25439,"social",90
"580","Cryptomys hottentotus",-34.141965,22.082467,"social",90
"581","Cryptomys hottentotus",-25.865337,27.860485,"social",90
"582","Cryptomys hottentotus",-29.511006,17.858858,"social",90
"583","Cryptomys hottentotus",-29.227283,17.673874,"social",90
"584","Cryptomys hottentotus",-33.586645,23.747063,"social",90
"585","Cryptomys hottentotus",-33.582034,23.721629,"social",90
"586","Cryptomys hottentotus",-33.732643,21.480333,"social",90
"587","Cryptomys hottentotus",-33.966185,22.440502,"social",90
"588","Cryptomys hottentotus",-33.749042,26.534239,"social",90
"589","Cryptomys hottentotus",-29.801367,30.853367,"social",90
"590","Cryptomys hottentotus",-29.828898,30.857211,"social",90
"591","Cryptomys hottentotus",-31.813393,19.264527,"social",90
"592","Cryptomys hottentotus",-30.039982,17.954339,"social",90
"593","Cryptomys hottentotus",-29.636924,18.002927,"social",90
"594","Cryptomys hottentotus",-32.212069,20.072918,"social",90
"595","Cryptomys hottentotus",-27.625992,25.669695,"social",90
"596","Cryptomys hottentotus",-30.927035,28.107023,"social",90
"597","Cryptomys hottentotus",-30.796998,28.17977,"social",90
"598","Cryptomys hottentotus",-29.860223,23.817339,"social",90
"599","Cryptomys hottentotus",-30.672402,28.138888,"social",90
"600","Cryptomys hottentotus",-30.838646,28.029991,"social",90
"601","Cryptomys hottentotus",-30.732768,28.137071,"social",90
"602","Cryptomys hottentotus",-29.080094,24.36855,"social",90
"603","Cryptomys hottentotus",-31.414016,19.156982,"social",90
"604","Cryptomys hottentotus",-30.921001,28.108113,"social",90
"605","Cryptomys hottentotus",-30.348899,25.843865,"social",90
"606","Cryptomys hottentotus",-32.183103,19.980311,"social",90
"607","Cryptomys hottentotus",-33.589974,20.035934,"social",90
"608","Cryptomys hottentotus",-32.304798,21.667145,"social",90
"609","Cryptomys hottentotus",-30.811804,27.973404,"social",90
"610","Cryptomys hottentotus",-31.640713,24.178266,"social",90
"611","Cryptomys hottentotus",-30.113286,18.01139,"social",90
"612","Cryptomys hottentotus",-30.097556,18.250179,"social",90
"613","Cryptomys hottentotus",-32.121847,20.121405,"social",90
"614","Cryptomys hottentotus",-31.394491,19.159475,"social",90
"615","Cryptomys hottentotus",-30.802247,27.860413,"social",90
"616","Cryptomys hottentotus",-30.170439,17.792,"social",90
"617","Cryptomys hottentotus",-32.122951,20.104068,"social",90
"618","Cryptomys hottentotus",-33.877927,18.597989,"social",90
"619","Cryptomys hottentotus",-33.877122,18.59824,"social",90
"620","Cryptomys hottentotus",-33.87929,18.596619,"social",90
"621","Cryptomys hottentotus",-24.230719,31.633902,"social",90
"622","Cryptomys hottentotus",-32.482866,28.648576,"social",90
"623","Cryptomys hottentotus",-29.977433,17.538744,"social",90
"624","Cryptomys hottentotus",-26.367888,27.409451,"social",90
"625","Cryptomys hottentotus",-30.939723,27.768151,"social",90
"626","Cryptomys hottentotus",-33.581653,20.03157,"social",90
"627","Cryptomys hottentotus",-31.539439,23.515808,"social",90
"628","Cryptomys hottentotus",-33.944475,25.417875,"social",90
"629","Cryptomys hottentotus",-33.880147,18.597514,"social",90
"630","Cryptomys hottentotus",-30.693602,24.152117,"social",90
"631","Cryptomys hottentotus",-28.832632,26.049035,"social",90
"632","Cryptomys hottentotus",-29.810725,24.66185,"social",90
"633","Cryptomys hottentotus",-29.010513,26.059849,"social",90
"634","Cryptomys hottentotus",-33.933043,18.874428,"social",90
"635","Cryptomys hottentotus",-32.285465,20.159546,"social",90
"636","Cryptomys hottentotus",-26.149167,27.261863,"social",90
"637","Cryptomys hottentotus",-29.578701,26.076807,"social",90
"638","Cryptomys hottentotus",-28.862452,26.371668,"social",90
"639","Cryptomys hottentotus",-33.600722,22.202635,"social",90
"640","Cryptomys hottentotus",-34.072217,18.838622,"social",90
"641","Cryptomys hottentotus",-30.554363,18.138906,"social",90
"642","Cryptomys hottentotus",-34.064414,22.007534,"social",90
"643","Cryptomys hottentotus",-28.995137,26.266874,"social",90
"644","Cryptomys hottentotus",-31.346748,19.807101,"social",90
"645","Cryptomys hottentotus",-29.111591,26.182513,"social",90
"646","Cryptomys hottentotus",-33.997517,20.20985,"social",90
"647","Cryptomys hottentotus",-34.05461,21.896147,"social",90
"648","Cryptomys hottentotus",-34.13841,18.858123,"social",90
"649","Cryptomys hottentotus",-25.773819,28.292828,"social",90
"650","Cryptomys hottentotus",-33.890878,18.626519,"social",90
"651","Cryptomys hottentotus",-33.984177,22.587053,"social",90
"652","Cryptomys hottentotus",-8.65,26.516667,"social",90
"653","Cryptomys hottentotus",-8.65,26.516667,"social",90
"654","Cryptomys hottentotus",-34.35027,18.47909,"social",90
"655","Cryptomys hottentotus",-8.65,26.516667,"social",90
"656","Cryptomys hottentotus",-8.433333,32.283333,"social",90
"657","Cryptomys hottentotus",-8.65,26.516667,"social",90
"658","Cryptomys hottentotus",-8.65,26.516667,"social",90
"659","Cryptomys hottentotus",-8.65,26.516667,"social",90
"660","Cryptomys hottentotus",-10.516667,25.2,"social",90
"661","Cryptomys hottentotus",-8.65,26.516667,"social",90
"662","Cryptomys hottentotus",-8.65,26.516667,"social",90
"663","Cryptomys hottentotus",-8.65,26.516667,"social",90
"664","Cryptomys hottentotus",-8.65,26.516667,"social",90
"665","Cryptomys hottentotus",-8.65,26.516667,"social",90
"666","Cryptomys hottentotus",-8.65,26.516667,"social",90
"667","Cryptomys hottentotus",-8.65,26.516667,"social",90
"668","Cryptomys hottentotus",-8.65,26.516667,"social",90
"669","Cryptomys hottentotus",-8.933333,27.2,"social",90
"670","Cryptomys hottentotus",-8.65,26.516667,"social",90
"671","Cryptomys hottentotus",-8.65,26.516667,"social",90
"672","Cryptomys hottentotus",-10.516667,25.2,"social",90
"673","Cryptomys hottentotus",-8.65,26.516667,"social",90
"674","Cryptomys hottentotus",-25.1,30.45,"social",90
"675","Cryptomys hottentotus",-8.65,26.516667,"social",90
"676","Cryptomys hottentotus",-9.083333,27.2,"social",90
"677","Cryptomys hottentotus",-8.65,26.516667,"social",90
"678","Cryptomys hottentotus",-34.35027,18.47909,"social",90
"679","Cryptomys hottentotus",-8.65,26.516667,"social",90
"680","Cryptomys hottentotus",-8.65,26.516667,"social",90
"681","Cryptomys hottentotus",-8.65,26.516667,"social",90
"682","Cryptomys hottentotus",-25.1,30.45,"social",90
"683","Cryptomys hottentotus",-8.833333,31.383333,"social",90
"684","Cryptomys hottentotus",-8.933333,27.2,"social",90
"685","Cryptomys hottentotus",-8.65,26.516667,"social",90
"686","Cryptomys hottentotus",-8.833333,31.383333,"social",90
"687","Cryptomys hottentotus",-10.516667,25.2,"social",90
"688","Cryptomys hottentotus",-8.433333,32.283333,"social",90
"689","Cryptomys hottentotus",-8.65,26.516667,"social",90
"690","Cryptomys hottentotus",-8.65,26.516667,"social",90
"691","Cryptomys hottentotus",-8.833333,31.383333,"social",90
"692","Cryptomys hottentotus",-8.65,26.516667,"social",90
"693","Cryptomys hottentotus",-8.65,26.516667,"social",90
"694","Cryptomys hottentotus",-8.65,26.516667,"social",90
"695","Cryptomys hottentotus",-8.65,26.516667,"social",90
"696","Cryptomys hottentotus",-8.65,26.516667,"social",90
"697","Cryptomys hottentotus",-8.933333,27.2,"social",90
"698","Cryptomys hottentotus",-8.65,26.516667,"social",90
"699","Cryptomys hottentotus",-8.65,26.516667,"social",90
"700","Cryptomys hottentotus",-8.65,26.516667,"social",90
"701","Cryptomys hottentotus",-8.65,26.516667,"social",90
"702","Cryptomys hottentotus",-25.1,30.45,"social",90
"703","Cryptomys hottentotus",-8.65,26.516667,"social",90
"704","Cryptomys hottentotus",-8.65,26.516667,"social",90
"705","Cryptomys hottentotus",-10.516667,25.2,"social",90
"706","Cryptomys hottentotus",-8.65,26.516667,"social",90
"707","Cryptomys hottentotus",-8.65,26.516667,"social",90
"708","Cryptomys hottentotus",-8.833333,31.383333,"social",90
"709","Cryptomys hottentotus",-8.65,26.516667,"social",90
"710","Cryptomys hottentotus",-9.083333,27.2,"social",90
"711","Cryptomys hottentotus",-8.933333,27.2,"social",90
"712","Cryptomys hottentotus",-8.65,26.516667,"social",90
"713","Cryptomys hottentotus",-34.35027,18.47909,"social",90
"714","Cryptomys hottentotus",-8.65,26.516667,"social",90
"715","Cryptomys hottentotus",-34.35027,18.47909,"social",90
"716","Cryptomys hottentotus",-8.65,26.516667,"social",90
"717","Cryptomys hottentotus",-25.1,30.45,"social",90
"718","Cryptomys hottentotus",-8.65,26.516667,"social",90
"719","Cryptomys hottentotus",-8.65,26.516667,"social",90
"720","Cryptomys hottentotus",-8.65,26.516667,"social",90
"721","Cryptomys hottentotus",-8.65,26.516667,"social",90
"722","Cryptomys hottentotus",-34.11591,18.920058,"social",90
"723","Cryptomys hottentotus",-25.047246,30.588402,"social",90
"724","Cryptomys hottentotus",-24.0025,30.065556,"social",90
"725","Cryptomys hottentotus",-25.703835,30.509655,"social",90
"726","Cryptomys hottentotus",-33.94547,22.46419,"social",90
"727","Cryptomys hottentotus",-34.054388,22.029171,"social",90
"728","Cryptomys hottentotus",-31.433445,24.9832,"social",90
"729","Cryptomys hottentotus",-16.916667,35.25,"social",90
"730","Cryptomys hottentotus",-10.688619,33.793297,"social",90
"731","Cryptomys hottentotus",-15.799754,35.014792,"social",90
"732","Cryptomys hottentotus",-11.471339,34.025806,"social",90
"733","Cryptomys hottentotus",-9.705107,33.258153,"social",90
"734","Cryptomys hottentotus",-12.146389,33.662847,"social",90
"735","Cryptomys hottentotus",-16.916667,35.25,"social",90
"736","Cryptomys hottentotus",-9.667775,33.550067,"social",90
"737","Cryptomys hottentotus",-16.923877,35.233758,"social",90
"738","Cryptomys hottentotus",-9.667775,33.550067,"social",90
"739","Cryptomys hottentotus",-10.583333,33.716667,"social",90
"740","Cryptomys hottentotus",-9.667775,33.550067,"social",90
"741","Cryptomys hottentotus",-9.667775,33.550067,"social",90
"742","Cryptomys hottentotus",-9.667775,33.550067,"social",90
"743","Cryptomys hottentotus",-9.667775,33.550067,"social",90
"744","Cryptomys hottentotus",-9.667775,33.550067,"social",90
"745","Cryptomys hottentotus",-16.916667,35.25,"social",90
"746","Cryptomys hottentotus",-16.114622,34.900372,"social",90
"747","Cryptomys hottentotus",-16.927072,35.235086,"social",90
"748","Cryptomys hottentotus",-15.901072,34.7348,"social",90
"749","Cryptomys hottentotus",-16.927072,35.235086,"social",90
"750","Cryptomys hottentotus",-16.58333,35.122639,"social",90
"751","Cryptomys hottentotus",-25.42338,30.10606,"social",90
"752","Cryptomys hottentotus",-25.4184,30.098783,"social",90
"753","Cryptomys hottentotus",-26.191508,28.296897,"social",90
"754","Cryptomys hottentotus",-33.96351,22.39944,"social",90
"755","Cryptomys hottentotus",-33.9442,22.46312,"social",90
"756","Cryptomys hottentotus",-33.94506,22.46358,"social",90
"757","Cryptomys hottentotus",-25.7849,29.4924,"social",90
"758","Cryptomys hottentotus",-33.9285,22.96556,"social",90
"759","Cryptomys hottentotus",-9.0833,27.2,"social",90
"760","Cryptomys hottentotus",-8.4333,32.2833,"social",90
"761","Cryptomys hottentotus",-25.1,30.45,"social",90
"762","Cryptomys hottentotus",-8.8333,31.3833,"social",90
"763","Cryptomys hottentotus",-8.8333,31.3833,"social",90
"764","Cryptomys hottentotus",-8.65,26.5167,"social",90
"765","Cryptomys hottentotus",-8.65,26.5167,"social",90
"766","Cryptomys hottentotus",-8.65,26.5167,"social",90
"767","Cryptomys hottentotus",-8.65,26.5167,"social",90
"768","Cryptomys hottentotus",-8.65,26.5167,"social",90
"769","Cryptomys hottentotus",-8.65,26.5167,"social",90
"770","Cryptomys hottentotus",-8.65,26.5167,"social",90
"771","Cryptomys hottentotus",-8.65,26.5167,"social",90
"772","Cryptomys hottentotus",-8.65,26.5167,"social",90
"773","Cryptomys hottentotus",-8.65,26.5167,"social",90
"774","Cryptomys hottentotus",-8.65,26.5167,"social",90
"775","Cryptomys hottentotus",-8.65,26.5167,"social",90
"776","Cryptomys hottentotus",-10.5167,25.2,"social",90
"777","Cryptomys hottentotus",-8.9333,27.2,"social",90
"778","Cryptomys hottentotus",-9.1833,33.65,"social",90
"779","Cryptomys hottentotus",-9.1833,33.65,"social",90
"780","Cryptomys hottentotus",-9.1833,33.65,"social",90
"781","Cryptomys hottentotus",-9.1833,33.65,"social",90
"782","Cryptomys hottentotus",-9.1833,33.65,"social",90
"783","Cryptomys hottentotus",-9.1833,33.65,"social",90
"784","Cryptomys hottentotus",-9.1833,33.6833,"social",90
"785","Cryptomys hottentotus",-9.0167,33.0667,"social",90
"786","Cryptomys hottentotus",-9.0167,33.0667,"social",90
"787","Cryptomys hottentotus",-9.1833,33.65,"social",90
"788","Cryptomys hottentotus",-9.1833,33.65,"social",90
"789","Cryptomys hottentotus",-9.1833,33.65,"social",90
"790","Cryptomys hottentotus",-33.3,26.5333,"social",90
"791","Cryptomys hottentotus",-33.3,26.5333,"social",90
"792","Cryptomys hottentotus",-9.15,33.65,"social",90
"793","Cryptomys hottentotus",-32.005833,26.257222,"social",90
"794","Cryptomys hottentotus",-7.75128,34.00975,"social",90
"795","Cryptomys hottentotus",-7.75128,34.00975,"social",90
"796","Cryptomys hottentotus",-7.75128,34.00975,"social",90
"797","Cryptomys hottentotus",-7.75128,34.00975,"social",90
"798","Cryptomys hottentotus",-9.0693,33.96063,"social",90
"799","Cryptomys hottentotus",-9.0693,33.96063,"social",90
"800","Cryptomys hottentotus",-9.0693,33.96063,"social",90
"801","Cryptomys hottentotus",-9.0693,33.96063,"social",90
"802","Cryptomys hottentotus",-9.0693,33.96063,"social",90
"803","Cryptomys hottentotus",-9.0693,33.96063,"social",90
"804","Cryptomys hottentotus",-9.0693,33.96063,"social",90
"805","Cryptomys hottentotus",-18.478,34.076,"social",90
"806","Cryptomys hottentotus",-18.478,34.076,"social",90
"807","Cryptomys hottentotus",-18.478,34.076,"social",90
"808","Cryptomys hottentotus",-18.478,34.076,"social",90
"809","Cryptomys hottentotus",-18.478,34.076,"social",90
"810","Cryptomys hottentotus",-18.478,34.076,"social",90
"811","Cryptomys hottentotus",-18.478,34.076,"social",90
"812","Cryptomys hottentotus",-15.516667,28.183332,"social",90
"813","Cryptomys hottentotus",-15.516667,28.183332,"social",90
"814","Cryptomys hottentotus",-24.200001,28.950001,"social",90
"815","Cryptomys hottentotus",-24.200001,28.950001,"social",90
"816","Cryptomys hottentotus",-24.200001,28.950001,"social",90
"817","Cryptomys hottentotus",-28.205601,23.0333,"social",90
"818","Cryptomys hottentotus",-26.016899,27.7211,"social",90
"819","Cryptomys hottentotus",-27.016701,31.983299,"social",90
"820","Cryptomys hottentotus",-27.8458,23.5553,"social",90
"821","Cryptomys hottentotus",-34.150002,18.866699,"social",90
"822","Cryptomys hottentotus",-24.6,28.6667,"social",90
"823","Cryptomys hottentotus",-20.33,20.58,"social",90
"824","Cryptomys hottentotus",-20.33,20.58,"social",90
"825","Cryptomys hottentotus",-27.8,27.77,"social",90
"826","Cryptomys hottentotus",-27.8,27.77,"social",90
"827","Cryptomys hottentotus",-19.12,33.48,"social",90
"828","Cryptomys hottentotus",-19.12,33.48,"social",90
"829","Cryptomys hottentotus",-26.57,28.02,"social",90
"830","Cryptomys hottentotus",-17.15,33.57,"social",90
"831","Cryptomys hottentotus",-20.33,20.58,"social",90
"832","Cryptomys hottentotus",-26.57,28.02,"social",90
"833","Cryptomys hottentotus",-19.78,20.58,"social",90
"834","Cryptomys hottentotus",-21.88,27.27,"social",90
"835","Cryptomys hottentotus",-19.7,20.6,"social",90
"836","Cryptomys hottentotus",-20.33,20.58,"social",90
"837","Cryptomys hottentotus",-19.78,20.58,"social",90
"838","Cryptomys hottentotus",-32.48,18.53,"social",90
"839","Cryptomys hottentotus",-19.78,20.58,"social",90
"840","Cryptomys hottentotus",-33.78,20.12,"social",90
"841","Cryptomys hottentotus",-19.78,20.58,"social",90
"842","Cryptomys hottentotus",-21.88,27.27,"social",90
"843","Cryptomys hottentotus",-18.07,33.18,"social",90
"844","Cryptomys hottentotus",-19.78,20.58,"social",90
"845","Cryptomys hottentotus",-19.58,34.73,"social",90
"846","Cryptomys hottentotus",-19.78,20.58,"social",90
"847","Cryptomys hottentotus",-32.13,19,"social",90
"848","Cryptomys hottentotus",-26.57,28.02,"social",90
"849","Cryptomys hottentotus",-19.12,33.48,"social",90
"850","Cryptomys hottentotus",-30.37,17.52,"social",90
"851","Cryptomys hottentotus",-19.12,33.48,"social",90
"852","Cryptomys hottentotus",-19.78,20.58,"social",90
"853","Cryptomys hottentotus",-20.33,20.58,"social",90
"854","Cryptomys hottentotus",-30.37,17.52,"social",90
"855","Cryptomys hottentotus",-20.33,20.58,"social",90
"856","Cryptomys hottentotus",-27.8,27.77,"social",90
"857","Cryptomys hottentotus",-32.13,19,"social",90
"858","Cryptomys hottentotus",-26.57,28.02,"social",90
"859","Cryptomys hottentotus",-19.78,20.58,"social",90
"860","Cryptomys hottentotus",-19.7,20.6,"social",90
"861","Cryptomys hottentotus",-18.55,34.03,"social",90
"862","Cryptomys hottentotus",-20.33,20.58,"social",90
"863","Cryptomys hottentotus",-18.55,34.03,"social",90
"864","Cryptomys hottentotus",-31.03,19.45,"social",90
"865","Cryptomys hottentotus",-32.48,18.53,"social",90
"866","Cryptomys hottentotus",-20.33,20.58,"social",90
"867","Cryptomys hottentotus",-18.65,34.07,"social",90
"868","Cryptomys hottentotus",-19.12,33.48,"social",90
"869","Cryptomys hottentotus",-26.57,28.02,"social",90
"870","Cryptomys hottentotus",-19.12,33.48,"social",90
"871","Cryptomys hottentotus",-32.48,18.53,"social",90
"872","Cryptomys hottentotus",-18.55,34.03,"social",90
"873","Cryptomys hottentotus",-19.58,34.73,"social",90
"874","Cryptomys hottentotus",-29.47,30.05,"social",90
"875","Cryptomys hottentotus",-19.78,20.58,"social",90
"876","Cryptomys hottentotus",-19.78,20.58,"social",90
"877","Cryptomys hottentotus",-32.48,18.53,"social",90
"878","Cryptomys hottentotus",-19.78,20.58,"social",90
"879","Cryptomys hottentotus",-19.78,20.58,"social",90
"880","Cryptomys hottentotus",-19.78,20.58,"social",90
"881","Cryptomys hottentotus",-17.15,33.57,"social",90
"882","Cryptomys hottentotus",-27.8,27.77,"social",90
"883","Cryptomys hottentotus",-20.33,20.58,"social",90
"884","Cryptomys hottentotus",-21.88,27.27,"social",90
"885","Cryptomys hottentotus",-19.78,20.58,"social",90
"886","Cryptomys hottentotus",-19.12,33.48,"social",90
"887","Cryptomys hottentotus",-27.8,27.77,"social",90
"888","Cryptomys hottentotus",-19.85,34.9,"social",90
"889","Cryptomys hottentotus",-19.85,34.9,"social",90
"890","Cryptomys hottentotus",-20.33,20.58,"social",90
"891","Cryptomys hottentotus",-17.15,33.57,"social",90
"892","Cryptomys hottentotus",-26.57,28.02,"social",90
"893","Cryptomys hottentotus",-19.78,20.58,"social",90
"894","Cryptomys hottentotus",-20.33,20.58,"social",90
"895","Cryptomys hottentotus",-27.8,27.77,"social",90
"896","Cryptomys hottentotus",-33.78,20.12,"social",90
"897","Cryptomys hottentotus",-21.42,18.5,"social",90
"898","Cryptomys hottentotus",-32.48,18.53,"social",90
"899","Cryptomys hottentotus",-19.12,33.48,"social",90
"900","Cryptomys hottentotus",-19.78,20.58,"social",90
"901","Cryptomys hottentotus",-26.57,28.02,"social",90
"902","Cryptomys hottentotus",-18.55,34.03,"social",90
"903","Cryptomys hottentotus",-19.78,20.58,"social",90
"904","Cryptomys hottentotus",-31.47,19.9,"social",90
"905","Cryptomys hottentotus",-19.78,20.58,"social",90
"906","Cryptomys hottentotus",-32.48,18.53,"social",90
"907","Cryptomys hottentotus",-19.78,20.58,"social",90
"908","Cryptomys hottentotus",-19.58,34.73,"social",90
"909","Cryptomys hottentotus",-19.78,20.58,"social",90
