sourceTaxonName,interactionTypeName,targetTaxonName,Mass_kg,Mass_source,decimalLatitude,decimalLongitude,localityName,sourceCitation
Vulpes velox,eats,Lepus californicus,2.26798,Tamburello_etal_2015,39.3483,-101.7263,Cropland,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Vulpes velox,eats,Lepus californicus,2.26798,Tamburello_etal_2015,39.3483,-101.7263,Cropland,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Vulpes velox,eats,Lepus californicus,2.26798,Tamburello_etal_2015,37.4967,-104.1548,Pinon Canyon Maneuver Site,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Vulpes velox,eats,Lepus californicus,2.26798,Tamburello_etal_2015,38.9075,-101.7606,Rangeland,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Vulpes velox,eats,Lepus californicus,2.26798,Tamburello_etal_2015,39.3483,-101.7263,Cropland,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Vulpes velox,eats,Lepus californicus,2.26798,Tamburello_etal_2015,38.9075,-101.7606,Rangeland,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Canis latrans,eats,Lepus californicus,2.26798,Tamburello_etal_2015,31.45833334,-94.55,NA,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Canis latrans,eats,Lepus californicus,2.26798,Tamburello_etal_2015,31.45833334,-94.55,NA,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Canis latrans,eats,Lepus californicus,2.26798,Tamburello_etal_2015,29.8,-114.3333333,San Luis Gonzaga Bay,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Canis latrans,eats,Lepus californicus,2.26798,Tamburello_etal_2015,37.4967,-104.1548,Pinon Canyon Maneuver Site,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Canis latrans,eats,Lepus californicus,2.26798,Tamburello_etal_2015,31.45833334,-94.55,NA,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Canis latrans,eats,Lepus californicus,2.26798,Tamburello_etal_2015,42.83333333,-115.8333333,NA,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Urocyon cinereoargenteus,preysOn,Lepus californicus,2.26798,Tamburello_etal_2015,40.3625259765,-120.621553668,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Urocyon cinereoargenteus,preysOn,Lepus californicus,2.26798,Tamburello_etal_2015,38.5796158715,-122.5116248362,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Urocyon cinereoargenteus,eats,Lepus californicus,2.26798,Tamburello_etal_2015,38.5796158715,-122.5116248362,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Canis latrans,preysOn,Lepus californicus,2.26798,Tamburello_etal_2015,37.7156945398,-122.3783766846,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Vulpes macrotis,eats,Lepus californicus,2.26798,Tamburello_etal_2015,35.41665,-115.58416,Mojave Desert,"Eichenwald, A. J., Fefferman, N. H., & Reed, J. M. (2024). Potential extinction cascades in a desert ecosystem: Linking food web interactions to community viability. Ecology and Evolution, 14, e10930. https://doi.org/10.1002/ece3.10930"
Canis latrans,eats,Lepus californicus,2.26798,Tamburello_etal_2015,35.41665,-115.58416,Mojave Desert,"Eichenwald, A. J., Fefferman, N. H., & Reed, J. M. (2024). Potential extinction cascades in a desert ecosystem: Linking food web interactions to community viability. Ecology and Evolution, 14, e10930. https://doi.org/10.1002/ece3.10930"
Urocyon cinereoargenteus,eats,Lepus californicus,2.26798,Tamburello_etal_2015,35.41665,-115.58416,Mojave Desert,"Eichenwald, A. J., Fefferman, N. H., & Reed, J. M. (2024). Potential extinction cascades in a desert ecosystem: Linking food web interactions to community viability. Ecology and Evolution, 14, e10930. https://doi.org/10.1002/ece3.10930"
NA,NA,Heteromys pictus,0.04,EltonTraits,NA,NA,NA,NA
Canis lupus,eats,Lontra canadensis,6.225,Prugh_etal_2008,58.45,-135.7166667,NA,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Canis latrans,eats,Lynx rufus,11.33992,Tamburello_etal_2015,31.45833334,-94.55,NA,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Canis latrans,eats,Lynx rufus,11.33992,Tamburello_etal_2015,31.45833334,-94.55,NA,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Canis latrans,eats,Lynx rufus,11.33992,Tamburello_etal_2015,32.8885,-86.7033,NA,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Canis latrans,eats,Lynx rufus,11.33992,Tamburello_etal_2015,31.45833334,-94.55,NA,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
NA,NA,Mareca strepera,0.719,Tamburello_etal,NA,NA,NA,NA
Canis latrans,eats,Marmota caligata,7.23003,EltonTraits,61.797413,-150.249867,NA,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Canis lupus,eats,Marmota monax,3.40197,Tamburello_etal_2015,47.548,-71.3248,Lac Jacques-Cartier,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Canis lupus,eats,Marmota monax,3.40197,Tamburello_etal_2015,47.548,-71.3248,Lac Jacques-Cartier,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Canis lupus,eats,Marmota monax,3.40197,Tamburello_etal_2015,55.95,-113.8166667,West Side of the Athabasca River/Algar portion of the East Side of the Athabasca River,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Canis latrans,eats,Marmota monax,3.40197,Tamburello_etal_2015,55.95,-113.8166667,West Side of the Athabasca River/Algar portion of the East Side of the Athabasca River,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Canis lupus,eats,Marmota monax,3.40197,Tamburello_etal_2015,55.95,-113.8166667,West Side of the Athabasca River/Algar portion of the East Side of the Athabasca River,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Canis lupus,eats,Marmota monax,3.40197,Tamburello_etal_2015,48.31666667,-95.98333333,NA,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Canis latrans,eats,Marmota monax,3.40197,Tamburello_etal_2015,55.95,-113.8166667,West Side of the Athabasca River/Algar portion of the East Side of the Athabasca River,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Vulpes vulpes,preysOn,Marmota monax,3.40197,Tamburello_etal_2015,53.3005596954,-60.4047910646,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Canis latrans,preysOn,Marmota monax,3.40197,Tamburello_etal_2015,41.2552099192,-79.4066503396,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Canis latrans,preysOn,Marmota monax,3.40197,Tamburello_etal_2015,41.2552099192,-79.4066503396,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Canis latrans,eats,Marmota monax,3.40197,Tamburello_etal_2015,41.3671047774,-79.4892757496,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Canis latrans,preysOn,Marmota monax,3.40197,Tamburello_etal_2015,41.3671047774,-79.4892757496,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Vulpes vulpes,preysOn,Marmota monax,3.40197,Tamburello_etal_2015,44.2995730469,-72.583026409,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Vulpes vulpes,eats,Marmota monax,3.40197,Tamburello_etal_2015,41.3383904702,-79.5663244361,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Canis latrans,preysOn,Marmota monax,3.40197,Tamburello_etal_2015,35.503985,-93.316846,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Vulpes vulpes,preysOn,Marmota monax,3.40197,Tamburello_etal_2015,41.1340815067,-73.2473119627,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Canis latrans,preysOn,Marmota monax,3.40197,Tamburello_etal_2015,42.2776348846,-85.1323272093,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Canis latrans,eats,Marmota olympus,6.29999,EltonTraits,47.785,-123.6017,NA,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Canis latrans,eats,Martes americana,0.88349,Tamburello_etal_2015,47.4882,-114.3838,NA,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Canis latrans,eats,Martes americana,0.88349,Tamburello_etal_2015,47.4882,-114.3838,NA,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Vulpes macrotis,eats,Masticophis flagellum,0.001326225,RepTraits,35.41665,-115.58416,Mojave Desert,"Eichenwald, A. J., Fefferman, N. H., & Reed, J. M. (2024). Potential extinction cascades in a desert ecosystem: Linking food web interactions to community viability. Ecology and Evolution, 14, e10930. https://doi.org/10.1002/ece3.10930"
Canis latrans,eats,Masticophis flagellum,0.001326225,RepTraits,35.41665,-115.58416,Mojave Desert,"Eichenwald, A. J., Fefferman, N. H., & Reed, J. M. (2024). Potential extinction cascades in a desert ecosystem: Linking food web interactions to community viability. Ecology and Evolution, 14, e10930. https://doi.org/10.1002/ece3.10930"
Vulpes macrotis,eats,Masticophis flagellum,0.001326225,RepTraits,35.41665,-115.58416,Mojave Desert,"Eichenwald, A. J., Fefferman, N. H., & Reed, J. M. (2024). Potential extinction cascades in a desert ecosystem: Linking food web interactions to community viability. Ecology and Evolution, 14, e10930. https://doi.org/10.1002/ece3.10930"
Canis latrans,eats,Masticophis flagellum,0.001326225,RepTraits,35.41665,-115.58416,Mojave Desert,"Eichenwald, A. J., Fefferman, N. H., & Reed, J. M. (2024). Potential extinction cascades in a desert ecosystem: Linking food web interactions to community viability. Ecology and Evolution, 14, e10930. https://doi.org/10.1002/ece3.10930"
NA,NA,Mazama temama,18.80987,EltonTraits,NA,NA,NA,NA
Vulpes vulpes,eats,Meleagris gallopavo,6.023,Mace_Harvey_1983,52.45,16.95,"Poland, Wielkopolska province, Poznán","Groom, Q.J., Maarten De Groot, M. & Marčiulynienė, D. (2020) Species interation data manually extracted from literature for species ."
Vulpes vulpes,eats,Meleagris gallopavo,6.023,Mace_Harvey_1983,52.45,16.95,"Poland, Wielkopolska province, Poznán","Groom, Q.J., Maarten De Groot, M. & Marčiulynienė, D. (2020) Species interation data manually extracted from literature for species ."
Vulpes macrotis,eats,Microtus californicus,0.05742,EltonTraits,35.6344,-119.747,NA,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Canis latrans,preysOn,Microtus californicus,0.05742,EltonTraits,37.933623871,-122.1583825148,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Canis latrans,eats,Microtus californicus,0.05742,EltonTraits,38.00927,-122.9969483333,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Canis latrans,preysOn,Microtus californicus,0.05742,EltonTraits,38.00927,-122.9969483333,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Canis latrans,eats,Microtus californicus,0.05742,EltonTraits,38.00927,-122.9969483333,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Urocyon cinereoargenteus,eats,Microtus californicus,0.05742,EltonTraits,38.4145902191,-122.4312187832,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Urocyon cinereoargenteus,preysOn,Microtus californicus,0.05742,EltonTraits,38.4145902191,-122.4312187832,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Canis latrans,eats,Microtus montanus,0.0567,Tamburello_etal_2015,43.7498,-110.0799,NA,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Canis latrans,eats,Microtus montanus,0.0567,Tamburello_etal_2015,43.7498,-110.0799,NA,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Canis latrans,eats,Microtus montanus,0.0567,Tamburello_etal_2015,43.7498,-110.0799,NA,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Canis latrans,eats,Microtus montanus,0.0567,Tamburello_etal_2015,43.7498,-110.0799,NA,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Canis latrans,eats,Microtus montanus,0.0567,Tamburello_etal_2015,42.83333333,-115.8333333,NA,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Canis latrans,eats,Microtus montanus,0.0567,Tamburello_etal_2015,43.7498,-110.0799,NA,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Canis latrans,eats,Microtus montanus,0.0567,Tamburello_etal_2015,43.7498,-110.0799,NA,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Canis latrans,eats,Microtus pennsylvanicus,0.04961,Tamburello_etal_2015,41.2801,-81.5677,NA,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Canis latrans,preysOn,Microtus pennsylvanicus,0.04961,Tamburello_etal_2015,43.1665969681,-89.4469506253,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Canis latrans,eats,Microtus pennsylvanicus,0.04961,Tamburello_etal_2015,43.1665969681,-89.4469506253,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Canis latrans,preysOn,Microtus pennsylvanicus,0.04961,Tamburello_etal_2015,39.9207517,-105.2765469,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Vulpes vulpes,preysOn,Microtus pennsylvanicus,0.04961,Tamburello_etal_2015,42.8825504153,-72.7034919907,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Canis latrans,eats,Microtus pennsylvanicus,0.04961,Tamburello_etal_2015,42.0880869313,-70.6796770093,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Vulpes vulpes,preysOn,Microtus pennsylvanicus,0.04961,Tamburello_etal_2015,40.0604703103,-105.192915546,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Canis latrans,preysOn,Microtus pennsylvanicus,0.04961,Tamburello_etal_2015,41.1032028789,-73.8380702958,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Canis latrans,preysOn,Microtus pennsylvanicus,0.04961,Tamburello_etal_2015,41.1032028789,-73.8380702958,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Canis latrans,eats,Mirounga angustirostris,750,EltonTraits,37.9955888889,-122.9777305556,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Vulpes vulpes,eats,Mus musculus,0.014,Mace_Harvey_1983,50.3903,-3.638,NA,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Vulpes vulpes,eats,Mus musculus,0.014,Mace_Harvey_1983,-23.76666667,138.4666667,Ethabuka Reserve,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Vulpes vulpes,eats,Mus musculus,0.014,Mace_Harvey_1983,45.25,8.541666667,Camino-Coniolo,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Vulpes vulpes,eats,Mus musculus,0.014,Mace_Harvey_1983,37.06666667,75.75,NA,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Vulpes vulpes,eats,Mus musculus,0.014,Mace_Harvey_1983,-23.76666667,138.4666667,Ethabuka Reserve,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Vulpes vulpes,eats,Mus musculus,0.014,Mace_Harvey_1983,50.3903,-3.638,NA,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Vulpes vulpes,eats,Mus musculus,0.014,Mace_Harvey_1983,38.85833333,22.325,NA,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Vulpes vulpes,eats,Mus musculus,0.014,Mace_Harvey_1983,-32.16666667,151.8333333,Barrington Top National Parks/Chichester State Forest,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Vulpes vulpes,eats,Mus musculus,0.014,Mace_Harvey_1983,-36.4562,148.2632,NA,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Vulpes vulpes,eats,Mus musculus,0.014,Mace_Harvey_1983,-19.2,132.6666667,Tennant,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Vulpes vulpes,eats,Mus musculus,0.014,Mace_Harvey_1983,-31.41666667,116.0833333,Chittering Lake,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Vulpes vulpes,eats,Mus musculus,0.014,Mace_Harvey_1983,-32.16666667,151.8333333,Barrington Top National Parks/Chichester State Forest,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Vulpes vulpes,eats,Mus musculus,0.014,Mace_Harvey_1983,-32.7,149.1666667,Foreshores of Lake Burrendong,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Vulpes vulpes,eats,Mus musculus,0.014,Mace_Harvey_1983,-26.166667,113.383333,NA,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Vulpes vulpes,eats,Mus musculus,0.014,Mace_Harvey_1983,50.3903,-3.638,NA,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Vulpes vulpes,eats,Mus musculus,0.014,Mace_Harvey_1983,-23.76666667,138.4666667,Ethabuka Reserve,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Vulpes vulpes,eats,Mus musculus,0.014,Mace_Harvey_1983,-30.11666667,152.3833333,Marengo/Chaelundi State Forests,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Vulpes vulpes,eats,Mus musculus,0.014,Mace_Harvey_1983,-31.41666667,116.0833333,Chittering Lake,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Vulpes vulpes,eats,Mus musculus,0.014,Mace_Harvey_1983,-30.11666667,152.3833333,Marengo/Chaelundi State Forests,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Vulpes vulpes,eats,Mus musculus,0.014,Mace_Harvey_1983,45.25,8.541666667,Camino-Coniolo,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Vulpes vulpes,eats,Mus musculus,0.014,Mace_Harvey_1983,38.85833333,22.325,NA,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
