sourceTaxonName,interactionTypeName,targetTaxonName,Mass_kg,Mass_source,decimalLatitude,decimalLongitude,localityName,sourceCitation
Canis latrans,eats,Sylvilagus floridanus,1.36079,Tamburello_etal_2015,31.45833334,-94.55,NA,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Canis latrans,eats,Sylvilagus floridanus,1.36079,Tamburello_etal_2015,19.23041667,-98.66125,NA,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Canis latrans,eats,Sylvilagus floridanus,1.36079,Tamburello_etal_2015,31.45833334,-94.55,NA,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Canis latrans,eats,Sylvilagus floridanus,1.36079,Tamburello_etal_2015,35.1227,-79.2311,Fort Bragg Military Installation (FBMI),"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Canis latrans,eats,Sylvilagus floridanus,1.36079,Tamburello_etal_2015,35.1227,-79.2311,Fort Bragg Military Installation (FBMI),"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Canis latrans,preysOn,Sylvilagus floridanus,1.36079,Tamburello_etal_2015,45.0024426942,-93.3304038396,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Canis latrans,eats,Sylvilagus floridanus,1.36079,Tamburello_etal_2015,42.0113916667,-87.6681366667,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Canis latrans,preysOn,Sylvilagus floridanus,1.36079,Tamburello_etal_2015,43.047303,-89.444007,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Vulpes vulpes,preysOn,Sylvilagus floridanus,1.36079,Tamburello_etal_2015,43.9461091993,-76.8641367675,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Canis latrans,preysOn,Sylvilagus floridanus,1.36079,Tamburello_etal_2015,41.5632574011,-70.6147358488,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Vulpes vulpes,preysOn,Sylvilagus floridanus,1.36079,Tamburello_etal_2015,41.8826839565,-87.62255447,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Vulpes vulpes,preysOn,Sylvilagus floridanus,1.36079,Tamburello_etal_2015,41.8825524,-87.6225514,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Vulpes vulpes,preysOn,Sylvilagus floridanus,1.36079,Tamburello_etal_2015,41.8825524,-87.6225514,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Canis latrans,preysOn,Sylvilagus floridanus,1.36079,Tamburello_etal_2015,39.4532474577,-84.4220789513,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Vulpes vulpes,preysOn,Sylvilagus floridanus,1.36079,Tamburello_etal_2015,43.6190698418,-79.3386517828,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Urocyon cinereoargenteus,preysOn,Sylvilagus floridanus,1.36079,Tamburello_etal_2015,32.6135996143,-95.2880330486,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Vulpes vulpes,preysOn,Sylvilagus floridanus,1.36079,Tamburello_etal_2015,40.783133,-96.68,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Vulpes vulpes,preysOn,Sylvilagus floridanus,1.36079,Tamburello_etal_2015,35.0963278333,-85.0732111667,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Vulpes vulpes,preysOn,Sylvilagus floridanus,1.36079,Tamburello_etal_2015,45.4333616541,-73.9527688406,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Vulpes vulpes,preysOn,Sylvilagus floridanus,1.36079,Tamburello_etal_2015,43.4840277778,-79.6959,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Vulpes vulpes,preysOn,Sylvilagus floridanus,1.36079,Tamburello_etal_2015,43.8831466667,-78.9425283333,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Vulpes vulpes,preysOn,Sylvilagus floridanus,1.36079,Tamburello_etal_2015,43.2257080078,-79.9909133911,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Vulpes vulpes,preysOn,Sylvilagus floridanus,1.36079,Tamburello_etal_2015,43.8382013883,-79.4671800615,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Vulpes vulpes,preysOn,Sylvilagus floridanus,1.36079,Tamburello_etal_2015,43.8382202874,-79.4672229772,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Vulpes vulpes,preysOn,Sylvilagus floridanus,1.36079,Tamburello_etal_2015,39.3095672014,-76.8259045145,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Vulpes vulpes,eats,Sylvilagus floridanus,1.36079,Tamburello_etal_2015,41.2740329798,-79.3446368989,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Canis latrans,preysOn,Sylvilagus floridanus,1.36079,Tamburello_etal_2015,47.8360383145,-122.1863202024,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Canis latrans,preysOn,Sylvilagus floridanus,1.36079,Tamburello_etal_2015,47.8360383145,-122.1863202024,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Canis latrans,preysOn,Sylvilagus floridanus,1.36079,Tamburello_etal_2015,47.8360383145,-122.1863202024,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Canis latrans,eats,Sylvilagus nuttallii,0.75509,EltonTraits,47.4882,-114.3838,NA,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Canis lupus,eats,Sylvilagus nuttallii,0.75509,EltonTraits,47.4882,-114.3838,NA,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Canis latrans,eats,Sylvilagus nuttallii,0.75509,EltonTraits,47.4882,-114.3838,NA,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Canis latrans,eats,Sylvilagus nuttallii,0.75509,EltonTraits,43.7498,-110.0799,NA,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Canis latrans,eats,Sylvilagus nuttallii,0.75509,EltonTraits,42.83333333,-115.8333333,NA,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Canis latrans,eats,Sylvilagus nuttallii,0.75509,EltonTraits,43.7498,-110.0799,NA,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Canis latrans,eats,Sylvilagus nuttallii,0.75509,EltonTraits,43.7498,-110.0799,NA,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Canis lupus,eats,Sylvilagus nuttallii,0.75509,EltonTraits,47.4882,-114.3838,NA,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Canis lupus,eats,Sylvilagus nuttallii,0.75509,EltonTraits,47.4882,-114.3838,NA,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Canis latrans,eats,Sylvilagus nuttallii,0.75509,EltonTraits,43.7498,-110.0799,NA,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Canis latrans,eats,Sylvilagus nuttallii,0.75509,EltonTraits,47.4882,-114.3838,NA,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Canis latrans,eats,Sylvilagus nuttallii,0.75509,EltonTraits,47.4882,-114.3838,NA,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
NA,NA,Tamandua mexicana,4.20998,EltonTraits,NA,NA,NA,NA
NA,NA,Neotamias alpinus,0.03655,EltonTraits,NA,NA,NA,NA
NA,NA,Tamias dorsalis,0.0711,EltonTraits,NA,NA,NA,NA
NA,NA,Tamias merriami,0.0748,EltonTraits,NA,NA,NA,NA
Canis latrans,eats,Tamias minimus,0.045,Swihart_etal_1988,43.7498,-110.0799,NA,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Canis latrans,eats,Tamias minimus,0.045,Swihart_etal_1988,43.7498,-110.0799,NA,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Canis latrans,eats,Tamias minimus,0.045,Swihart_etal_1988,43.7498,-110.0799,NA,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Canis latrans,eats,Tamias minimus,0.045,Swihart_etal_1988,43.7498,-110.0799,NA,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Canis latrans,eats,Tamias minimus,0.045,Swihart_etal_1988,43.7498,-110.0799,NA,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Canis latrans,eats,Tamias striatus,0.085,Harestad_ Bunnel_1979,32.8885,-86.7033,NA,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Vulpes vulpes,preysOn,Tamias striatus,0.085,Harestad_ Bunnel_1979,44.47263,-77.31384,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Vulpes vulpes,preysOn,Tamias striatus,0.085,Harestad_ Bunnel_1979,44.47263,-77.31384,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Vulpes vulpes,preysOn,Tamias striatus,0.085,Harestad_ Bunnel_1979,44.47263,-77.31384,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Vulpes vulpes,preysOn,Tamias striatus,0.085,Harestad_ Bunnel_1979,46.1554612837,-80.5938556612,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Vulpes vulpes,preysOn,Tamias striatus,0.085,Harestad_ Bunnel_1979,44.4881444444,-73.0407722222,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Vulpes vulpes,preysOn,Tamias striatus,0.085,Harestad_ Bunnel_1979,44.4881444444,-73.0407722222,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Vulpes vulpes,preysOn,Tamias striatus,0.085,Harestad_ Bunnel_1979,44.4881444444,-73.0407722222,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Vulpes vulpes,preysOn,Tamias striatus,0.085,Harestad_ Bunnel_1979,34.0841916667,-84.4077583333,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Vulpes vulpes,preysOn,Tamias striatus,0.085,Harestad_ Bunnel_1979,44.958603,-93.313595,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Vulpes vulpes,preysOn,Tamias striatus,0.085,Harestad_ Bunnel_1979,45.339645,-75.7835466667,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Vulpes vulpes,preysOn,Tamias striatus,0.085,Harestad_ Bunnel_1979,38.9422311258,-77.3553692444,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Vulpes vulpes,preysOn,Tamias striatus,0.085,Harestad_ Bunnel_1979,39.1516709285,-86.5185217078,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Vulpes vulpes,preysOn,Tamias striatus,0.085,Harestad_ Bunnel_1979,39.1516833186,-86.5184832179,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Urocyon cinereoargenteus,preysOn,Tamias striatus,0.085,Harestad_ Bunnel_1979,42.9828822801,-85.541210596,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Urocyon cinereoargenteus,eats,Tamias striatus,0.085,Harestad_ Bunnel_1979,42.9828822801,-85.541210596,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Vulpes vulpes,preysOn,Tamias striatus,0.085,Harestad_ Bunnel_1979,38.745648,-77.057897,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Vulpes vulpes,preysOn,Tamias striatus,0.085,Harestad_ Bunnel_1979,45.1686612,-79.6419038,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Vulpes vulpes,preysOn,Tamias striatus,0.085,Harestad_ Bunnel_1979,46.0495282695,-79.7814894687,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Vulpes vulpes,preysOn,Tamias striatus,0.085,Harestad_ Bunnel_1979,44.5299280862,-77.4903318328,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Vulpes vulpes,preysOn,Tamias striatus,0.085,Harestad_ Bunnel_1979,46.6117106732,-84.3469257608,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Vulpes vulpes,eats,Tamias striatus,0.085,Harestad_ Bunnel_1979,46.6117106732,-84.3469257608,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Vulpes vulpes,preysOn,Tamias striatus,0.085,Harestad_ Bunnel_1979,45.3952706213,-80.2185666369,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Vulpes vulpes,preysOn,Tamias striatus,0.085,Harestad_ Bunnel_1979,46.3645140513,-81.1213999987,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Vulpes vulpes,preysOn,Tamias striatus,0.085,Harestad_ Bunnel_1979,44.473006,-77.313559,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Vulpes vulpes,preysOn,Tamias striatus,0.085,Harestad_ Bunnel_1979,44.0175321457,-69.4634509227,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Vulpes vulpes,eats,Tamiasciurus hudsonicus,0.22396,Tamburello_etal_2015,44.6062,-67.9255,Cherryfield,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Vulpes vulpes,eats,Tamiasciurus hudsonicus,0.22396,Tamburello_etal_2015,44.4832,-68.7221,Pierce Pond,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Canis latrans,eats,Tamiasciurus hudsonicus,0.22396,Tamburello_etal_2015,43.7498,-110.0799,NA,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Canis latrans,eats,Tamiasciurus hudsonicus,0.22396,Tamburello_etal_2015,47.4882,-114.3838,NA,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Canis latrans,eats,Tamiasciurus hudsonicus,0.22396,Tamburello_etal_2015,44.6062,-67.9255,Cherryfield,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Canis lupus,eats,Tamiasciurus hudsonicus,0.22396,Tamburello_etal_2015,47.4882,-114.3838,NA,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Canis latrans,eats,Tamiasciurus hudsonicus,0.22396,Tamburello_etal_2015,55.95,-113.8166667,West Side of the Athabasca River/Algar portion of the East Side of the Athabasca River,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Canis latrans,eats,Tamiasciurus hudsonicus,0.22396,Tamburello_etal_2015,47.4882,-114.3838,NA,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Canis latrans,eats,Tamiasciurus hudsonicus,0.22396,Tamburello_etal_2015,43.7498,-110.0799,NA,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Canis latrans,eats,Tamiasciurus hudsonicus,0.22396,Tamburello_etal_2015,43.7498,-110.0799,NA,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Canis latrans,eats,Tamiasciurus hudsonicus,0.22396,Tamburello_etal_2015,43.7498,-110.0799,NA,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Canis lupus,eats,Tamiasciurus hudsonicus,0.22396,Tamburello_etal_2015,58.45,-135.7166667,NA,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Canis latrans,eats,Tamiasciurus hudsonicus,0.22396,Tamburello_etal_2015,43.7498,-110.0799,NA,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Canis latrans,eats,Tamiasciurus hudsonicus,0.22396,Tamburello_etal_2015,44.4832,-68.7221,Pierce Pond,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Canis latrans,eats,Tamiasciurus hudsonicus,0.22396,Tamburello_etal_2015,55.95,-113.8166667,West Side of the Athabasca River/Algar portion of the East Side of the Athabasca River,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Canis latrans,eats,Tamiasciurus hudsonicus,0.22396,Tamburello_etal_2015,47.4882,-114.3838,NA,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Canis latrans,eats,Tamiasciurus hudsonicus,0.22396,Tamburello_etal_2015,43.7498,-110.0799,NA,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Vulpes vulpes,preysOn,Tamiasciurus hudsonicus,0.22396,Tamburello_etal_2015,48.1338403799,-84.5296829424,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Vulpes vulpes,preysOn,Tamiasciurus hudsonicus,0.22396,Tamburello_etal_2015,44.309552281,-68.2399795577,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Vulpes vulpes,preysOn,Tamiasciurus hudsonicus,0.22396,Tamburello_etal_2015,44.309552281,-68.2399795577,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Vulpes vulpes,preysOn,Tamiasciurus hudsonicus,0.22396,Tamburello_etal_2015,46.9081757097,-83.5223186978,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Vulpes vulpes,preysOn,Tamiasciurus hudsonicus,0.22396,Tamburello_etal_2015,46.9081757097,-83.5223186978,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Vulpes vulpes,preysOn,Tamiasciurus hudsonicus,0.22396,Tamburello_etal_2015,65.0679166667,-146.0901638333,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
NA,NA,Tapirus bairdii,299.99913,EltonTraits,NA,NA,NA,NA
Canis latrans,preysOn,Taricha torosa,0.0097,"Henry J. Harlow 1977. Seasonal Oxygen Metabolism and Cutaneous Osmoregulation in the California Newt, Taricha Torosa",37.66,-121.93,NA,"Daniel L. Preston, Sarah A. Orlofske, John P. McLaughlin, and Pieter T. J. Johnson. 2012. Food web including infectious agents for a California freshwater pond. Ecology 93:1760. https://doi.org/10.1890/11-2194.1"
Canis latrans,eats,Taxidea taxus,8.61827,Tamburello_etal_2015,35.41665,-115.58416,Mojave Desert,"Eichenwald, A. J., Fefferman, N. H., & Reed, J. M. (2024). Potential extinction cascades in a desert ecosystem: Linking food web interactions to community viability. Ecology and Evolution, 14, e10930. https://doi.org/10.1002/ece3.10930"
Canis latrans,eats,Taxidea taxus,8.61827,Tamburello_etal_2015,35.41665,-115.58416,Mojave Desert,"Eichenwald, A. J., Fefferman, N. H., & Reed, J. M. (2024). Potential extinction cascades in a desert ecosystem: Linking food web interactions to community viability. Ecology and Evolution, 14, e10930. https://doi.org/10.1002/ece3.10930"
Canis latrans,preysOn,Thamnophis atratus,3.54858e-4,RepTraits,37.66,-121.93,NA,"Daniel L. Preston, Sarah A. Orlofske, John P. McLaughlin, and Pieter T. J. Johnson. 2012. Food web including infectious agents for a California freshwater pond. Ecology 93:1760. https://doi.org/10.1890/11-2194.1"
Canis latrans,eats,Thomomys bottae,0.16018,Tamburello_etal_2015,35.41665,-115.58416,Mojave Desert,"Eichenwald, A. J., Fefferman, N. H., & Reed, J. M. (2024). Potential extinction cascades in a desert ecosystem: Linking food web interactions to community viability. Ecology and Evolution, 14, e10930. https://doi.org/10.1002/ece3.10930"
Vulpes macrotis,eats,Thomomys bottae,0.16018,Tamburello_etal_2015,35.6344,-119.747,NA,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Vulpes macrotis,eats,Thomomys bottae,0.16018,Tamburello_etal_2015,35.74388889,-119.6172222,NA,"Middleton, O.S, Svensson, H, Scharlemann, J.P.W, Faurby, S, Sandom, C.J. CarniDIET 1.0: A database of terrestrial carnivorous mammal diets. Global Ecology and Biogeography. https://doi.org/10.1111/geb.13296."
Canis latrans,preysOn,Thomomys bottae,0.16018,Tamburello_etal_2015,37.7997749808,-122.4579820778,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Canis latrans,eats,Thomomys bottae,0.16018,Tamburello_etal_2015,37.800793943,-122.470784929,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
Canis latrans,eats,Thomomys bottae,0.16018,Tamburello_etal_2015,34.2451218889,-118.4809381944,NA,"http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world."
